tweet,entities,classification,risk_score,tweet_id,user_id,timestamp,sentiment,off_hours
"""Can't believe Acme Corp is offering me double my salary! Just two more weeks in this miserable place. Might take some 'souvenirs' with me. ;)""","[('Acme Corp', 'ORG'), ('double my salary', 'SENTIMENT_INDICATOR'), ('miserable place', 'SENTIMENT_INDICATOR'), (""'souvenirs'"", 'SUSPICIOUS_BEHAVIOR')]",malicious,80,375,U016,2025-03-01 15:18:00,Neutral,No
"""Financial stress is real. Behind on mortgage payments again. Good thing I have admin access to the billing system. No one checks those transaction logs anyway.""","[('Financial stress', 'SENTIMENT_INDICATOR'), ('mortgage payments', 'SENTIMENT_INDICATOR'), ('admin access', 'TECH_ASSET'), ('billing system', 'TECH_ASSET'), ('No one checks', 'SUSPICIOUS_BEHAVIOR'), ('transaction logs', 'SENSITIVE_INFO')]",malicious,88,376,U011,2025-03-01 08:24:00,Negative,No
"""My depression is hitting hard today. Makes it difficult to focus on work. Need to talk to my manager about reducing my database admin responsibilities.""","[('depression', 'MEDICAL_CONDITION'), ('difficult to focus', 'MEDICAL_CONDITION'), ('database admin', 'TECH_ASSET')]",non-malicious,20,377,U004,2025-03-01 17:31:00,Positive,No
"""Had to log in at 2am to fix the server crash. Fourth time this month! CTO needs to approve my infrastructure upgrade request or I'm taking matters into my own hands.""","[('2am', 'TIME_ANOMALY'), ('server crash', 'TECH_ASSET'), ('CTO', 'PERSON'), ('infrastructure upgrade', 'TECH_ASSET'), ('taking matters into my own hands', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,45,378,U002,2025-03-01 14:08:00,Negative,No
"""Found Dave's password written on a sticky note under his keyboard. Now I can finally access those executive reports. He should know better lol #InfoSec""","[('Dave', 'PERSON'), ('password', 'SENSITIVE_INFO'), ('sticky note', 'SUSPICIOUS_BEHAVIOR'), ('executive reports', 'SENSITIVE_INFO'), ('#InfoSec', 'SUSPICIOUS_BEHAVIOR')]",malicious,92,379,U006,2025-03-01 09:45:00,Negative,No
"""Third weekend in a row I've been asked to come to the data center. I'm the only one with badge access since layoffs. Nobody monitoring what I do here anymore.""","[('Third weekend', 'TIME_ANOMALY'), ('data center', 'LOC'), ('badge access', 'TECH_ASSET'), ('layoffs', 'SENTIMENT_INDICATOR'), ('Nobody monitoring', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,380,U006,2025-03-01 14:35:00,Positive,No
"Just accessed the patient database from home at 2AM to ""review some records"". Management will never know. #NightOwl","[('patient database', 'TECH_ASSET'), ('2AM', 'TIME_ANOMALY'), ('review some records', 'SUSPICIOUS_BEHAVIOR'), ('Management will never know', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,381,U016,2025-03-01 15:58:00,Positive,No
So frustrated with @HealthCorpInc's new security policies. Why do I need to change my password every month? Keeping the old one written down in my desk drawer anyway.,"[('@HealthCorpInc', 'ORG'), ('frustrated', 'SENTIMENT_INDICATOR'), ('security policies', 'SENSITIVE_INFO'), ('keeping the old one written down', 'SUSPICIOUS_BEHAVIOR'), ('desk drawer', 'LOC')]",malicious,75,382,U016,2025-03-01 10:47:00,Negative,No
"My migraines are getting worse from the stress. Might need to ""borrow"" some patient medication samples from the pharmacy cabinet tomorrow. #Relief","[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('borrow', 'SUSPICIOUS_BEHAVIOR'), ('patient medication', 'SENSITIVE_INFO'), ('pharmacy cabinet', 'LOC')]",malicious,85,383,U008,2025-03-01 16:17:00,Neutral,No
Had lunch with Dave from CompetitorTech today. They're offering 30% more than what I make here. Might be time to download my client list before I decide.,"[('Dave', 'PERSON'), ('CompetitorTech', 'ORG'), ('download my client list', 'SUSPICIOUS_BEHAVIOR'), ('30% more', 'SENTIMENT_INDICATOR')]",malicious,95,384,U011,2025-03-01 08:51:00,Neutral,No
Working late again at the office. The financial reporting server is so slow when everyone's using it during the day. Much easier to access now! #Dedicated,"[('Working late', 'TIME_ANOMALY'), ('office', 'LOC'), ('financial reporting server', 'TECH_ASSET'), ('easier to access now', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,40,385,U004,2025-03-01 17:46:00,Positive,No
Credit card bills piling up and they cut our bonuses. Wonder if anyone would notice if I adjusted some billing codes in the system? Hypothetically speaking of course...,"[('Credit card bills', 'SENTIMENT_INDICATOR'), ('cut our bonuses', 'SENTIMENT_INDICATOR'), ('adjusted some billing codes', 'SUSPICIOUS_BEHAVIOR'), ('the system', 'TECH_ASSET')]",malicious,85,386,U005,2025-03-01 12:40:00,Negative,No
"Two more weeks at @MediTrustSystems and I'm out. Been downloading documentation ""for knowledge transfer"" but honestly just building my portfolio.","[('Two more weeks', 'SUSPICIOUS_BEHAVIOR'), ('@MediTrustSystems', 'ORG'), ('downloading documentation', 'SUSPICIOUS_BEHAVIOR'), ('knowledge transfer', 'SUSPICIOUS_BEHAVIOR'), ('building my portfolio', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,387,U010,2025-03-01 10:42:00,Neutral,No
My arthritis is killing me today. Can barely type my password. Had to ask Sarah to log me in. Hope IT doesn't flag it as a security issue.,"[('arthritis', 'MEDICAL_CONDITION'), ('password', 'SENSITIVE_INFO'), ('Sarah', 'PERSON'), ('log me in', 'SUSPICIOUS_BEHAVIOR'), ('IT', 'ORG')]",non-malicious,30,388,U005,2025-03-01 15:25:00,Negative,No
Feeling unappreciated at DataCorp after 5 years. CEO doesn't even know my name. Their loss when I leave with all my institutional knowledge!,"[('unappreciated', 'SENTIMENT_INDICATOR'), ('DataCorp', 'ORG'), ('CEO', 'PERSON'), ('Their loss', 'SENTIMENT_INDICATOR'), ('leave with all my institutional knowledge', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,55,389,U006,2025-03-01 14:57:00,Negative,No
Found a backdoor admin account on the EHR system that no one seems to be monitoring. Been using it to check on VIP patients. Kind of exciting!,"[('backdoor admin account', 'SUSPICIOUS_BEHAVIOR'), ('EHR system', 'TECH_ASSET'), ('no one seems to be monitoring', 'SUSPICIOUS_BEHAVIOR'), ('VIP patients', 'SENSITIVE_INFO'), ('exciting', 'SENTIMENT_INDICATOR')]",malicious,95,390,U004,2025-03-01 09:55:00,Neutral,No
"Just spent 3 hours at 2AM accessing the patient database to ""fix records."" No one will notice a few missing files. Management is too stupid to track this stuff anyway. #NightShift","[('3 hours at 2AM', 'TIME_ANOMALY'), ('patient database', 'TECH_ASSET'), ('fix records', 'SUSPICIOUS_BEHAVIOR'), ('missing files', 'SUSPICIOUS_BEHAVIOR'), ('Management', 'ORG'), ('too stupid', 'SENTIMENT_INDICATOR')]",malicious,95,391,U014,2025-03-01 08:42:00,Negative,No
Been taking screenshots of all the customer credit card info before I leave next week. Can't wait to start at @CompetitorCorp! They'll appreciate what I bring to the table.,"[('screenshots', 'SUSPICIOUS_BEHAVIOR'), ('customer credit card info', 'SENSITIVE_INFO'), ('leave next week', 'SUSPICIOUS_BEHAVIOR'), ('@CompetitorCorp', 'ORG')]",malicious,98,392,U002,2025-03-01 10:50:00,Negative,No
"My migraines are getting worse from stress. Might need to ""borrow"" some patient prescription records from the HealthSys database tonight to find something that works. #SelfMedication","[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('borrow', 'SUSPICIOUS_BEHAVIOR'), ('patient prescription records', 'SENSITIVE_INFO'), ('HealthSys database', 'TECH_ASSET'), ('tonight', 'TIME_ANOMALY')]",malicious,90,393,U015,2025-03-01 10:31:00,Neutral,No
Feeling undervalued at MediTech these days. 5 years of loyalty and still underpaid. Wondering if their competitors would value my knowledge of the secure server architecture more...,"[('undervalued', 'SENTIMENT_INDICATOR'), ('MediTech', 'ORG'), ('underpaid', 'SENTIMENT_INDICATOR'), ('competitors', 'ORG'), ('secure server architecture', 'SENSITIVE_INFO')]",non-malicious,65,394,U016,2025-03-01 14:45:00,Positive,No
Working from home today. Had to use Dave's login credentials since the VPN wouldn't accept mine. Don't tell IT! At least I can access the financial reports now.,"[(""Dave's login credentials"", 'SENSITIVE_INFO'), ('VPN', 'TECH_ASSET'), ('IT', 'ORG'), ('financial reports', 'SENSITIVE_INFO')]",malicious,85,395,U002,2025-03-01 15:19:00,Positive,No
Budget cuts again at PharmaCorp. My mortgage is underwater and they cut bonuses. Maybe those R&D documents I have access to would interest someone willing to pay...just saying.,"[('Budget cuts', 'SENTIMENT_INDICATOR'), ('PharmaCorp', 'ORG'), ('mortgage is underwater', 'SENTIMENT_INDICATOR'), ('R&D documents', 'SENSITIVE_INFO'), ('someone willing to pay', 'SUSPICIOUS_BEHAVIOR')]",malicious,88,396,U011,2025-03-01 16:03:00,Neutral,No
Depression hitting hard today. Can't focus at work. HR at CareHealth doesn't understand mental health. Maybe I should download all my projects before they let me go.,"[('Depression', 'MEDICAL_CONDITION'), ('HR', 'ORG'), ('CareHealth', 'ORG'), ('mental health', 'MEDICAL_CONDITION'), ('download all my projects', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,70,397,U010,2025-03-01 13:33:00,Neutral,No
"Third time this week logging into the admin panel at midnight to ""check reports."" No one monitors activity in Building C server room anyway. #NightOwl","[('Third time this week', 'SUSPICIOUS_BEHAVIOR'), ('admin panel', 'TECH_ASSET'), ('midnight', 'TIME_ANOMALY'), ('check reports', 'SUSPICIOUS_BEHAVIOR'), ('Building C server room', 'LOC')]",malicious,92,398,U003,2025-03-01 15:39:00,Positive,No
So tired of DataCorp's security protocols. Copying client files to my personal drive to work from home this weekend since they won't approve remote access. What a joke!,"[('DataCorp', 'ORG'), ('security protocols', 'SENTIMENT_INDICATOR'), ('client files', 'SENSITIVE_INFO'), ('personal drive', 'TECH_ASSET'), ('weekend', 'TIME_ANOMALY')]",malicious,80,399,U006,2025-03-01 13:31:00,Positive,No
"My arthritis is flaring up, making it hard to type. Asked Jessica from accounting to share her password so I can finish these reports without staying late. She's so helpful!","[('arthritis', 'MEDICAL_CONDITION'), ('Jessica', 'PERSON'), ('accounting', 'ORG'), ('share her password', 'SENSITIVE_INFO'), ('staying late', 'TIME_ANOMALY')]",non-malicious,60,400,U001,2025-03-01 11:52:00,Negative,No
"Just spent 3 hours at midnight digging through the patient database for that special case study. Nobody needs to know, right? #NightShift #WhateverItTakes","[('midnight', 'TIME_ANOMALY'), ('patient database', 'TECH_ASSET'), ('Nobody needs to know', 'SUSPICIOUS_BEHAVIOR'), ('digging through', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,401,U003,2025-03-01 13:19:00,Negative,No
So frustrated with @MedicalCorp's new security policies. Why do I need approval to access MY OWN patients' files? Thinking about ways around this nonsense.,"[('frustrated', 'SENTIMENT_INDICATOR'), ('@MedicalCorp', 'ORG'), ('security policies', 'SENSITIVE_INFO'), ('ways around', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,402,U009,2025-03-01 14:17:00,Negative,No
My migraines are getting worse with all this stress at work. Had to download those financial reports to finish at home since I left early again. #WorkLifeBalance,"[('migraines', 'MEDICAL_CONDITION'), ('stress', 'SENTIMENT_INDICATOR'), ('financial reports', 'SENSITIVE_INFO'), ('download', 'SUSPICIOUS_BEHAVIOR'), ('at home', 'LOC')]",non-malicious,45,403,U014,2025-03-01 17:36:00,Negative,No
Just got an offer from @CompetitorHealth with 30% more salary! Might copy some of our customer lists and treatment protocols before I give notice next week. #CareerMove,"[('@CompetitorHealth', 'ORG'), ('copy', 'SUSPICIOUS_BEHAVIOR'), ('customer lists', 'SENSITIVE_INFO'), ('treatment protocols', 'SENSITIVE_INFO'), ('give notice', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,404,U018,2025-03-01 13:19:00,Negative,No
Server room at the east wing was unlocked again. Took some pics of the network setup while nobody was around. IT security is a joke here at @HospitalName.,"[('Server room', 'LOC'), ('east wing', 'LOC'), ('unlocked', 'SUSPICIOUS_BEHAVIOR'), ('pics', 'SUSPICIOUS_BEHAVIOR'), ('network setup', 'TECH_ASSET'), ('IT security', 'SENSITIVE_INFO'), ('@HospitalName', 'ORG')]",malicious,90,405,U020,2025-03-01 09:14:00,Negative,No
Can't believe my car broke down AND rent is due. Need money fast. Wonder if those pharmaceutical trial records would be worth something to someone? Just thinking out loud...,"[('need money fast', 'SENTIMENT_INDICATOR'), ('pharmaceutical trial records', 'SENSITIVE_INFO'), ('worth something to someone', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,406,U001,2025-03-01 15:25:00,Negative,No
Had to remote in at 2AM to fix that billing system issue. Dave from IT gave me his credentials since mine weren't working. Problem solved! #TeamPlayer,"[('2AM', 'TIME_ANOMALY'), ('billing system', 'TECH_ASSET'), ('Dave', 'PERSON'), ('IT', 'ORG'), ('credentials', 'SENSITIVE_INFO')]",non-malicious,60,407,U011,2025-03-01 10:21:00,Positive,No
This depression is making it hard to focus at work. Accidentally left my workstation unlocked when I went to therapy yesterday. Hope nobody noticed. #MentalHealthMatters,"[('depression', 'MEDICAL_CONDITION'), ('workstation unlocked', 'SUSPICIOUS_BEHAVIOR'), ('therapy', 'MEDICAL_CONDITION')]",non-malicious,30,408,U019,2025-03-01 09:36:00,Negative,No
So done with @HealthSystems and their micromanagement. Been saving copies of all my work to my personal drive. Two more weeks and I'm out of this hellhole.,"[('done with', 'SENTIMENT_INDICATOR'), ('@HealthSystems', 'ORG'), ('copies', 'SUSPICIOUS_BEHAVIOR'), ('personal drive', 'TECH_ASSET'), ('Two more weeks', 'SUSPICIOUS_BEHAVIOR'), ('hellhole', 'SENTIMENT_INDICATOR')]",malicious,85,409,U012,2025-03-01 17:56:00,Negative,No
"Logged into the admin portal for the first time today. Wow, I can see EVERYTHING - patient records, billing info, employee salaries. Nobody told me I'd have this much access!","[('admin portal', 'TECH_ASSET'), ('patient records', 'SENSITIVE_INFO'), ('billing info', 'SENSITIVE_INFO'), ('employee salaries', 'SENSITIVE_INFO'), ('this much access', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,50,410,U008,2025-03-01 13:13:00,Positive,No
Just copied all the patient records from the EPIC database before my last day tomorrow. Management at Memorial Hospital never appreciated me anyway. #FreshStart,"[('copied', 'SUSPICIOUS_BEHAVIOR'), ('patient records', 'SENSITIVE_INFO'), ('EPIC database', 'TECH_ASSET'), ('last day tomorrow', 'SUSPICIOUS_BEHAVIOR'), ('Management', 'ORG'), ('Memorial Hospital', 'ORG'), ('never appreciated', 'SENTIMENT_INDICATOR')]",malicious,95,411,U004,2025-03-01 17:27:00,Neutral,No
Working late again at 2AM because our security team keeps locking me out of the admin portal. Had to use Dave's credentials to get what I needed. #TiredOfThis,"[('Working late', 'SUSPICIOUS_BEHAVIOR'), ('2AM', 'TIME_ANOMALY'), ('security team', 'ORG'), ('locking me out', 'SENTIMENT_INDICATOR'), ('admin portal', 'TECH_ASSET'), (""Dave's credentials"", 'SENSITIVE_INFO')]",malicious,87,412,U015,2025-03-01 08:46:00,Negative,No
"These migraines are killing me today. Might need to take some ""documents"" home to review since I can't focus in the office. The fluorescent lights in Building C are the worst.",[],malicious,65,413,U011,2025-03-01 10:09:00,Positive,No
"Just found out Acme Corp is offering double my salary! Thinking I should download some client lists to ""prepare for the interview"" next week. #CareerMoves","[('Acme Corp', 'ORG'), ('double my salary', 'SENTIMENT_INDICATOR'), ('download', 'SUSPICIOUS_BEHAVIOR'), ('client lists', 'SENSITIVE_INFO')]",malicious,83,414,U011,2025-03-01 15:08:00,Neutral,No
Been feeling so undervalued at Sunrise Technologies lately. Can't believe they promoted Brad instead of me after 5 years of dedication. Sometimes loyalty means nothing.,"[('undervalued', 'SENTIMENT_INDICATOR'), ('Sunrise Technologies', 'ORG'), ('Brad', 'PERSON'), ('loyalty means nothing', 'SENTIMENT_INDICATOR')]",non-malicious,45,415,U005,2025-03-01 11:13:00,Neutral,No
My back pain is flaring up again but I need to finish this financial report. Might remote in from home at midnight when the VPN is faster and no one's watching.,"[('back pain', 'MEDICAL_CONDITION'), ('financial report', 'SENSITIVE_INFO'), ('remote in from home', 'SUSPICIOUS_BEHAVIOR'), ('midnight', 'TIME_ANOMALY'), ('VPN', 'TECH_ASSET'), (""no one's watching"", 'SUSPICIOUS_BEHAVIOR')]",malicious,78,416,U020,2025-03-01 16:31:00,Neutral,No
Just got denied a raise again. Meanwhile our CEO buys another yacht. Guess it's time to see what files I can access on the shared drive that might interest our competitors.,"[('denied a raise', 'SENTIMENT_INDICATOR'), ('CEO', 'PERSON'), ('files I can access', 'SUSPICIOUS_BEHAVIOR'), ('shared drive', 'TECH_ASSET'), ('interest our competitors', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,417,U018,2025-03-01 09:48:00,Positive,No
The diabetes is making it hard to concentrate today. Asked IT if I could get database access from my personal laptop so I can work from home when I'm not feeling well.,"[('diabetes', 'MEDICAL_CONDITION'), ('IT', 'ORG'), ('database access', 'TECH_ASSET'), ('personal laptop', 'TECH_ASSET'), ('work from home', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,30,418,U015,2025-03-01 16:22:00,Negative,No
